Column1.designation,number of wines of this variety,mean points,standard deviation of mean points
Saint-Jean-de-la-Porte,1,85.0,
Saint-Mapalis Plan De Dieu,1,88.0,
Saint-Martin,4,87.25,1.2583057392117902
Saint-Pierre Rosé Brut,1,85.0,
Saint-Roch les Vignes,1,86.0,
Saint-Roch-les-Vignes,1,85.0,
Saint-Rémy,2,85.5,0.7071067811865476
Saint-Sidoine,2,87.5,0.7071067811865476
Saint-Vincent,2,87.0,4.242640687119285
Sainte Radegonde,1,87.0,
Sainte Victoire,1,85.0,
Sainte-Catherine,1,90.0,
Sainte-Claire,1,87.0,
Sainte-Fleur,1,87.0,
Sainte-Épine,1,89.0,
Sairus,1,89.0,
Saitone Ranch,1,95.0,
Saitone Vineyard,1,94.0,
Saitone Vineyard Olivet Bench,1,92.0,
Sal May's Discovery Vineyard,2,91.0,0.0
Sal'mon,1,86.0,
Salaal,1,92.0,
Salacious,2,90.5,2.1213203435596424
Salamandre d'Or,1,86.0,
Salamartano,2,88.0,1.4142135623730951
Salana,1,86.0,
Salco,3,89.0,1.7320508075688772
Salem Ranch,1,87.0,
Salem Vineyard,1,90.0,
Salicaria,2,90.5,0.7071067811865476
Salici,1,89.0,
Salina,1,89.0,
Salinian Block,1,92.0,
Salipetrj,1,84.0,
Salisbury Vineyard,2,88.5,3.5355339059327378
Salisbury Vineyards,1,93.0,
Salish,1,85.0,
Salisire Bianco,3,90.33333333333333,2.516611478423583
Salix Vineyard Tannat-Malbec,1,90.0,
Sallier de la Tour,10,85.8,0.6324555320336755
Sallier de la Tour La Monaca,1,90.0,
Salmariano Riserva,1,88.0,
Salmon Run,1,87.0,
Salmon Run Rosé,1,87.0,
Salmos,1,92.0,
Salmos Perpetual,1,91.0,
Salon Wine Selection,2,86.0,1.4142135623730951
Salsipuedes,1,89.0,
Salsus,4,84.5,0.5773502691896257
Salsus Colheita,1,84.0,
Salsus Lua Cheia em Vinhas Velhas,1,85.0,
Salt Lick Vineyards,3,83.66666666666667,2.081665999466134
Salta Terra,1,85.0,
Salterio,2,87.0,1.4142135623730951
Saltner,1,88.0,
Saltonstall Vineyard,1,90.0,
Saluté,1,85.0,
Salvador Vineyard,1,84.0,
Salvarenza Vecchie Vigne,1,90.0,
Salvatore Principe Mi Amore,1,83.0,
Salvatore Principe Rosé,1,84.0,
Salve,1,95.0,
Salvestrin Estate Vineyard,3,91.0,1.0
Salvestrin Estate Vineyard Three-D,1,94.0,
Salviano,1,86.0,
Salzgeber Vineyard,5,88.0,4.183300132670378
Sam's Valley Vineyard Estate Grown,1,87.0,
Samantha's,4,89.75,2.629955639676582
Samantha's Garden,1,91.0,
Samantha's Vineyard,4,91.0,2.160246899469287
Samaropetra Vineyard,1,87.0,
Samas,1,87.0,
Sami Two Vineyards,1,89.0,
Sammarco,3,93.0,0.0
Sammauro,1,90.0,
Samora,4,85.0,1.4142135623730958
Samora Branco,4,85.5,0.5773502691896257
Samora Tinto,3,85.66666666666667,0.5773502691896247
Samorëns,4,87.75,2.217355782608345
Sams Valley Vineyard,3,85.66666666666667,1.1547005383792526
Samsel Vineyard/Maggie's Reserve,1,90.0,
Samson Brut,1,90.0,
Samsó Seulle,1,87.0,
Samt & Seide,3,92.0,0.0
Samuel's Cuveé,2,86.5,0.7071067811865476
Samuel's Cuvée,1,92.0,
Samuel's Garden Selection,1,90.0,
Samuele,1,90.0,
Samuels Cuvée,1,86.0,
Samurai,1,94.0,
San Andreas,4,90.75,3.5
San Andreas Fault,4,89.25,1.707825127659933
San Andreas Red,5,90.8,1.6431676725154976
San Andrés,3,83.66666666666667,1.5275252316519485
San Angelo,1,88.0,
San Benedetto,4,88.0,1.4142135623730958
San Benito County,1,94.0,
San Bernabe Vineyard,1,87.0,
San Bernardo Riserva,2,88.5,2.1213203435596424
San Biagio,1,88.0,
San Boldo Brut,2,86.5,0.7071067811865476
San Brizio,3,86.0,0.0
San Calisto,1,89.0,
San Camillo Riserva,1,89.0,
San Carlo,1,88.0,
San Carlo Riserva,1,92.0,
San Carlos Single Vineyard,1,91.0,
San Cirino,1,87.0,
San Claudio II,1,92.0,
San Claudio II Riserva,1,87.0,
San Cristoforo,6,86.83333333333333,3.311595788538611
San Cristoforo Campo Quadro,1,84.0,
San Enrico,1,87.0,
San Felo,1,88.0,
San Fermo,1,87.0,
San Fermo Brut,2,85.5,2.1213203435596424
San Floriano Vineyard,2,85.5,2.1213203435596424
San Francesco,2,93.0,1.4142135623730951
San Francisco de Mostazal Reserva Especial,1,82.0,
San Gaetano,1,85.0,
San Giacomo,5,88.2,1.3038404810405302
San Giorgio,2,89.0,2.8284271247461903
San Giovanni,4,90.75,2.7537852736430506
San Giovanni della Sala,2,89.0,2.8284271247461903
San Giuliano,1,86.0,
San Giuseppe,5,90.6,2.3021728866442674
San Jacopo,1,86.0,
San Leonardo,5,91.4,1.5165750888103104
San Leonino Riserva,1,90.0,
San Leonino Riserva Monsenese,1,90.0,
San Lorenzo,14,89.64285714285714,2.7625835972632817
San Lorenzo Estate,2,89.0,1.4142135623730951
San Lorenzo Gran Selezione,2,94.0,1.4142135623730951
San Lorenzo Rosso,2,91.5,0.7071067811865476
San Lorenzo a Bibbiano,1,87.0,
San Lorenzo di Verduno,3,92.0,0.0
San Lucas Estate Vineyard,1,88.0,
San Lucas Unoaked Pure,1,85.0,
San Luigi,3,89.0,1.7320508075688772
San Magno,1,87.0,
San Martino,5,89.8,0.8366600265340751
San Maurizio,1,84.0,
San Michele,6,87.83333333333333,1.3291601358251246
San Michele Ca' del Pipa,1,87.0,
San Nicola,1,89.0,
San Nicolao,1,85.0,
San Nicolò,2,90.0,2.8284271247461903
San Pablo-Valle de Uco Vineyard,1,86.0,
San Pancrazio,1,88.0,
San Paolo Riserva,1,89.0,
San Pedro de Yacochuya,1,90.0,
San Pietro,4,89.25,2.8722813232690143
San Pietro Riserva,4,91.25,2.0615528128088303
San Pietro Tuscan Style,1,91.0,
San Quirico,1,87.0,
San Remo,1,89.0,
San Remo Vineyard,1,87.0,
San Rocco,5,89.4,4.827007354458869
San Román,6,93.5,1.3784048752090219
San Saba Vineyard,7,89.85714285714286,2.9680841985233175
San Sebastiano allo Zoppo,2,89.5,0.7071067811865476
San Siro Bianco,1,87.0,
San Sisto Riserva,1,90.0,
San Stunet,2,89.0,1.4142135623730951
San Stunet - S. Stefanetto,1,91.0,
San Venerio Riserva,1,88.0,
San Vigilio,4,88.75,1.4999999999999996
San Vincenzo,2,86.5,3.5355339059327378
San Vito,2,87.5,0.7071067811865476
San de Guilhem Kaléidoscope,1,86.0,
San'Emiliano Chiaretto,1,87.0,
Sanadaive,6,91.5,2.3452078799117153
Sanbastian,1,87.0,
Sancerre,1,87.0,
Sancerre Jadis,1,95.0,
Sancerre d'Antan,4,93.0,0.0
Sancerre d'Antan Terroir de Silex,2,93.5,0.7071067811865476
Sancerre le Rochoy,1,91.0,
Sanct Valentin,21,89.0,2.323790007724453
Sanct Valentin Riserva,1,91.0,
Sanctissimus Riserva,1,92.0,
Sanctuary,2,93.0,0.0
Sandara,1,86.0,
Sandgrube,6,88.83333333333333,1.8348478592697202
Sandgrube 13,2,86.5,3.5355339059327378
Sandgrube 13 Chremisa,1,85.0,
Sandgrube 13 Edition Chremisa,1,89.0,
Sandgrube 13 Pulverturm,1,85.0,
Sandgrube 13 Rosé,1,86.0,
Sandiavolo,1,91.0,
Sandoval Vineyard,1,85.0,
Sandown,2,91.5,0.7071067811865476
Sandra Adele,2,92.5,0.7071067811865476
Sandra Adele Unfiltered,2,90.0,2.8284271247461903
Sandrina,1,85.0,
Sandro,1,87.0,
Sands Point,1,88.0,
Sandstone,2,87.5,0.7071067811865476
Sandstone Estate,1,87.0,
Sandy Bend Vineyard,2,88.0,0.0
Sandy Lane Vineyard,1,92.0,
Sandy's,1,95.0,
Sandy's Estate,1,90.0,
Sanford & Benedict,5,93.2,1.6431676725154998
Sanford & Benedict Vineyard,25,92.28,1.8823743871327343
Sanford Ranch,1,87.0,
Sang du Dragon,1,89.0,
Sangiacomo Family Vineyards,2,91.5,0.7071067811865476
Sangiacomo Green Acres,1,92.0,
Sangiacomo Green Acres Catarina Clone 4,1,91.0,
Sangiacomo Green Acres Dijon 809,1,91.0,
Sangiacomo Green Acres Dijon Clone 809,1,90.0,
Sangiacomo Green Acres Heritage Block Old Wente,2,91.5,0.7071067811865476
Sangiacomo Green Acres Hill,2,91.0,1.4142135623730951
Sangiacomo Road Vineyard Blanc de Blancs,1,93.0,
Sangiacomo Roberts Road,2,88.0,0.0
Sangiacomo Roberts Road Vineyard,4,91.25,2.5000000000000013
Sangiacomo Vineyard,54,89.72222222222223,2.6735367478563594
Sangiacomo Vineyard Reserve,1,90.0,
Sangiacomo Vineyard-Truchard Vineyard,1,88.0,
Sangiacomo Vineyards,5,86.8,2.9495762407505244
Sangiacomo Vineyards Roberts Road,2,91.0,1.4142135623730951
Sangiacomo Vyds,1,87.0,
Sangio Red Wine Lonesome Springs Ranch,1,87.0,
Sangio Vetta,1,88.0,
Sangio'vese,1,86.0,
Sangiovese,4,85.75,1.707825127659934
Sangiovese - Shiraz,1,90.0,
Sangiovese Rosato,1,87.0,
Sangiovese-Bonarda,1,85.0,
Sangioveto,1,90.0,
Sango Reserva,1,87.0,
Sangre de Dioses,1,88.0,
Sangre de Toro,6,85.5,0.5477225575051642
Sangre de Toro Viña Sol,1,86.0,
Sangre de Toro de Casta,1,85.0,
Sangue Blu,1,86.0,
Sangue d'Oro 500ml,1,91.0,
Sanguefreddo Extra Dry,1,89.0,
Sanguinetti Vineyard,2,86.5,3.5355339059327378
Sanice,1,86.0,
Sanice Riserva,1,88.0,
Sankt Laurent,1,88.0,
Sanperetto,1,85.0,
Sans Soufre Ajouté,1,85.0,
Sansi Frem,1,87.0,
Sant Sadurní d'Anoia Rosé,1,87.0,
Sant'Adele,2,89.0,1.4142135623730951
Sant'Agata,1,89.0,
Sant'Agata dei Goti,1,88.0,
Sant'Andrea Corsini,1,97.0,
Sant'Anna,1,87.0,
Sant'Emiliano,1,90.0,
Sant'Ercolano,3,90.0,1.0
Sant'Helena,1,88.0,
Sant'ilia Merlot and Mavrud,1,89.0,
Santa Barbara Highlands Vineyard,3,87.66666666666667,3.7859388972001837
Santa Barbara Historic Vineyards Collection Bien Nacido Vineyard,1,95.0,
Santa Barbara Historic Vineyards Collection Sanford & Benedict Vineyard,1,95.0,
Santa Barbara Historic Vineyards Collection Sierra Madre Vineyard,1,93.0,
Santa Catalina Island Vineyard,1,89.0,
Santa Catalina Island Vineyards,3,91.0,2.6457513110645907
Santa Caterina,3,90.0,2.6457513110645907
Santa Cecilia,2,90.5,0.7071067811865476
Santa Celina,3,86.33333333333333,1.5275252316519452
Santa Chiara,4,85.75,0.4999999999999988
Santa Cristina a Mezzana,2,88.5,0.7071067811865476
Santa Cruz Mountains Estates,2,93.5,0.7071067811865476
Santa Cruz de Artazu,1,86.0,
Santa Digna,9,85.11111111111111,1.6158932858054456
Santa Digna Estelado Rosé,1,87.0,
Santa Digna Reserva,3,85.33333333333333,1.5275252316519463
Santa Digna Reserve,4,86.0,0.816496580927726
Santa Digna Reserve Rosé,1,81.0,
Santa Fè,1,92.0,
Santa Giustina,1,88.0,
Santa Irene Made With Organic Grapes,1,83.0,
Santa Lucia,1,87.0,
Santa Maddalena,1,87.0,
Santa Margarita,1,86.0,
Santa Margarita Ranch,1,87.0,
Santa Maria,3,85.0,1.0
Santa Maria Cuvee,2,89.5,0.7071067811865476
Santa Marie Cuvée,1,84.0,
Santa Monica Brut,1,88.0,
Santa Nè,1,91.0,
Santa Pia Riserva,1,89.0,
Santa Rosa,1,90.0,
Santa Rosa Reserva,3,92.0,1.0
Santa Rosalia,3,87.33333333333333,0.5773502691896247
Santa Teresa d'Avila Homenagem,1,92.0,
Santa Valha Branco,1,85.0,
Santa Valha Fresh,1,84.0,
Santa Vitória Branco,1,85.0,
Santagostino Baglio Sorìa,4,88.0,2.160246899469286
Santambrogio,1,87.0,
Santar,1,87.0,
Santar Reserva,1,91.0,
Santavenere,1,87.0,
Santbru,3,89.0,1.7320508075688772
Santbru Carinyenes Velles,1,92.0,
Santedame Riserva,1,91.0,
Santenay-Beauregard Premier Cru,1,89.0,
Santenots,2,89.5,2.1213203435596424
Santenots Premier Cru,10,92.1,1.197218999737865
Santhomas Rosato Brut,1,82.0,
Santi Angeli,1,88.0,
Santi Nello,1,86.0,
Santiago Graffigna Limited Release,1,85.0,
Santiago Limited Release,1,92.0,
Santigaini,1,94.0,
Santiquaranta Extra Dry,1,85.0,
Santo,1,85.0,
Santo Cristoforo,1,86.0,
Santo Giordano Vineyard Belle Torrette,1,90.0,
Santo Spirito,2,92.5,0.7071067811865476
Santo Spirito Bianco,1,89.0,
Santo Spirito Rosso,1,93.0,
Santo Stefano,3,91.0,2.6457513110645907
Santo Stefano Dry,1,88.0,
Santo Stefano Riserva,1,93.0,
Santo Stefano di Perno,1,96.0,
Santola,2,84.5,0.7071067811865476
Santomè,1,88.0,
Santos Jorge,1,87.0,
Santos Road,1,91.0,
Santos da Casa,3,86.66666666666667,1.1547005383792495
Santos da Casa Branco,2,87.0,1.4142135623730951
Santos da Casa Fazem Milagres Branco,1,88.0,
Santos da Casa Grande Reserva,3,93.0,1.0
Santos da Casa Reserva,3,90.66666666666667,0.5773502691896247
Santos da Casa Reserva Sem Barrica Unoaked,1,89.0,
Santos da Casa Tinto,4,87.25,0.9574271077563388
Santufili,2,85.0,1.4142135623730951
Saomì Brut,1,87.0,
Sapaio,4,94.0,0.816496580927726
Saphir Brut,1,89.0,
Saphir Brut Vintage,5,90.4,1.1401754250991383
Saporaia,2,88.0,0.0
Saporoia,5,87.4,1.1401754250991387
Sapphire Hill Vineyard,2,88.5,3.5355339059327378
Sapìri,1,85.0,
Sara,1,87.0,
Sara Bee,1,84.0,
Sara Jean's Vineyard,1,90.0,
Saragio,1,87.0,
Sarah,1,85.0,
Sarah Block Swan Song Reserve,1,90.0,
Sarah Case Sleepy Hollow Vineyard,2,93.0,0.0
Sarah Case Sleepy Hollow Vineyard Estate Grown,1,92.0,
Sarah Jane's Block Reserve,1,92.0,
Sarah's Blend,1,93.0,
Sarah's Hill,1,86.0,
Saralee's Vineyard,26,89.11538461538461,3.723728487168988
Saralee's Vineyard & Genetti Vineyard,2,84.0,0.0
Saralee's Vineyard Cluster Select Late Harvest,1,92.0,
Saralee's Vineyard Dry,1,89.0,
Saralee's Vineyard Reserve,1,88.0,
Saralee's Vineyard The Angel's Share Marsanne-Roussanne,1,92.0,
Sardo,2,88.0,0.0
Sargentini Vineyard,1,83.0,
Sarmassa,15,91.93333333333334,2.6040261866871424
Sarmento Vineyard,8,89.5,1.51185789203691
Sarmento Vineyards,1,88.0,
Sarmentu,1,88.0,
Sarno 1860,1,88.0,
Saros 139 Red,1,92.0,
Saros 154,1,91.0,
Sartiu,1,88.0,
Sarzedinho Reserve,1,88.0,
Sascha Marie,2,91.5,0.7071067811865476
Saseti,1,85.0,
Saskia,1,87.0,
Sassabruna,2,90.0,0.0
Sassaiolo,1,86.0,
Sassani,1,87.0,
Sassella,3,88.66666666666667,0.5773502691896247
Sassella La Priora,1,90.0,
Sassella Le Tense,2,89.0,0.0
Sassella Riserva,2,91.5,0.7071067811865476
Sassella Stella Retica Riserva,1,93.0,
Sassella Ultimi Raggi,1,90.0,
Sassella Vigna Regina Riserva,1,96.0,
Sassello,2,90.0,1.4142135623730951
Sassello Gran Selezione,2,93.0,1.4142135623730951
Sasseo,3,86.66666666666667,1.1547005383792495
Sassetti Livio,1,86.0,
Sassicaia,7,96.42857142857143,1.6183471874253734
Sasso al Poggio,2,91.5,0.7071067811865476
Sassoalloro,3,90.0,2.6457513110645907
Sassobucato,1,90.0,
Sassocheto,2,87.0,0.0
Sassolini,2,86.5,0.7071067811865476
Sassolino,3,83.66666666666667,1.1547005383792526
Sassomagno,1,88.0,
Sasyr,3,88.33333333333333,0.5773502691896247
Satellite,2,88.0,2.8284271247461903
Saten,4,89.25,0.5000000000000011
Satinela - Medium Sweet,1,81.0,
Satinela Medium Sweet,1,85.0,
Satinela Medium-Sweet,3,84.66666666666667,1.1547005383792495
Satinela Semi Dulce,2,83.5,2.1213203435596424
Satire,1,86.0,
Satisfaction,3,87.33333333333333,2.081665999466131
Satisfaction Kessler-Haak Vineyard,1,94.0,
Satrapezo,2,85.5,2.1213203435596424
Satrapezo 10 Kvevri,1,84.0,
Satrapezo 10 Qvevri,1,87.0,
Sattui Family,1,84.0,
Saturnino Rosato,1,87.0,
Satyricon,1,90.0,
Satzen,1,90.0,
Satzing,4,91.5,0.5773502691896278
Satèn,8,88.375,2.50356888118884
Satèn Brut,6,87.66666666666667,1.0327955589886457
Satèn Millesimato,1,87.0,
Satèn Millesimato Brut,1,91.0,
Satén,4,87.0,0.8164965809277246
Satén Metodo Classico,1,88.0,
Sauberg,2,88.5,4.949747468305833
Sauberg Reserve,1,93.0,
Sauberg Tradition,3,92.33333333333333,0.5773502691896247
Sauce,2,86.0,0.0
Saula,3,86.66666666666667,0.5773502691896247
Saula Carta Bianca,1,86.0,
Saula Carta Nera,1,86.0,
Saulheimer Hölle Beerenauslese,1,95.0,
Saulheimer Hölle Trocken,5,91.4,1.6733200530681518
Saulheimer Hölle Trockenbeerenauslese,1,96.0,
Saulheimer Hölle Unfiltreirt Trocken,1,93.0,
Saulheimer Kalkstein Trocken,5,91.2,1.3038404810405297
Saulheimer Kalkstein Unfiltriert Trocken,1,92.0,
Saulheimer Muschelkalk Trocken,1,87.0,
Saulheimer Probstey Trocken,3,91.66666666666667,1.1547005383792495
Saulheimer Réserve Trocken,1,92.0,
Saulheimer Schlossberg Trocken,1,93.0,
Saunders Vineyard,4,88.75,4.349329450233294
Saunders Vineyard Estate Grown,1,91.0,
Saunders Vineyard Estate Grown Reserve,1,92.0,
Saunders Vineyard Reserve,5,87.6,2.302172886644269
Saurus Patagonia,8,85.25,1.0350983390135313
Saurus Patagonia Select,3,85.0,2.6457513110645907
Saurus Select,2,86.0,2.8284271247461903
Sausal,1,86.0,
Sausaler,1,88.0,
Sausenheimer Höllenpfad Trocken,1,87.0,
Saustò,2,90.5,0.7071067811865476
Sauvage,6,90.16666666666667,3.656045222185669
Sauvage Boushey Vineyard,2,89.5,0.7071067811865476
Sauvage Brut Rosé,1,88.0,
Sauvignon,8,85.75,1.1649647450214347
Sauvignon Blanc,3,85.66666666666667,1.5275252316519452
Sauvignon Blanc and Arinto,1,85.0,
Sauvignon Blanc de la Chevalière,1,85.0,
Sauvignon Blanc-Chardonnay-Semillon,1,87.0,
Sauvignon Blanc-Moscatel,1,84.0,
Sauvignon Blanc-Sémillon,1,86.0,
Sauvignon Blanc/Colombard,1,86.0,
Sauvignon Blonde,1,86.0,
Sauvignon Corno di Rosazzo,1,86.0,
Sauvignon Terre Magre,1,86.0,
Sauvignon de Saint-Bris,2,84.0,0.0
Sauvignon de Seguin,3,85.33333333333333,0.5773502691896247
Sauvignon de la Tour,3,88.66666666666667,1.5275252316519452
Sauvignon-Sémillon-Muscadelle,1,87.0,
Sauvignon-Viognier,1,85.0,
Savage Coast,1,91.0,
Savagnin Sous Voile,1,92.0,
Savant,6,90.83333333333333,3.6560452221856705
Saved,1,81.0,
Savedra Vintage,1,90.0,
Saveria Vineyard,4,91.5,1.0
Saveurs de Lyre,1,85.0,
Saviezza,1,85.0,
Savitar,4,91.5,1.2909944487358056
Savoia,1,87.0,
Savoie,1,86.0,
Savoy Vineyard,14,91.78571428571429,2.190137734642115
Savoy Vineyards,1,86.0,
Savoya Vineyard,4,92.25,1.707825127659933
Savvy!,1,85.0,
Savvy! Blanc,1,87.0,
SawBones,1,92.0,
Sawi Vineyard,1,90.0,
Sawmill Creek Vineyard,5,87.6,3.20936130717624
Sawmill Creek Vineyard Dry,2,88.0,1.4142135623730951
Sawmill Creek Vineyard Pinot Noir Dry,1,88.0,
Sawmill Creek Vineyards,12,87.5,1.678744119329035
Sawmill Creek Vineyards Dry,3,89.0,1.0
Sawmill Creek Vineyards Fred Block,1,86.0,
Sawmill Creek Vineyards North Block,1,88.0,
Sawmill Creek Vineyards Rosé of,1,87.0,
Sawtooth Estate Vineyard,1,86.0,
Sawtooth Vineyard,1,87.0,
Sawtooth Vineyard Estate Grown,1,86.0,
Sawyer Estate,2,89.0,1.4142135623730951
Sawyer Lindquist Vineyard,9,90.22222222222223,1.5634719199411438
Sawyer Lindquist Vineyard Grenache,1,90.0,
Sawyer Lindquist Vineyard Sonnie's,1,88.0,
Sawyer Vineyard,2,87.0,4.242640687119285
Sawyer-Lindquist Vineyard,2,91.5,0.7071067811865476
Saxy,1,87.0,
Saybritz,1,90.0,
Sayulita,1,93.0,
Sayulita Red,1,91.0,
Saziani Trockenbeerenauslese,1,93.0,
Saó,1,84.0,
Saó Abrivat,1,91.0,
Saó Blanc,2,88.0,1.4142135623730951
Saó Expressiu,2,89.5,3.5355339059327378
Sbragia Limited Release,1,93.0,
Scaccomatto Passito Botrytis,1,92.0,
Scaglietti,1,86.0,
Scaia Rosso,1,86.0,
Scalabreto 500ml,1,86.0,
Scaligeri Decanto,1,88.0,
Scalunera,1,92.0,
Scancio Branco Reserva,1,85.0,
Scancio Private Selection Vinhas Velhas,1,91.0,
Scancio Reserva,1,89.0,
Scancio Reserva Alvarinho-Chardonnay,1,89.0,
Scancio Reserva Touriga Nacional-Syrah,1,88.0,
Scandalous,1,82.0,
Scarafone,1,87.0,
Scaramanga,1,91.0,
Scarlet Fire Reserve,1,85.0,
Scarlet Five Wildcreek Canyon,1,85.0,
Scarlet Ladybird Single Site,1,88.0,
Scarlet Lake,2,88.5,0.7071067811865476
Scarlett,2,90.5,0.7071067811865476
Scarlett Estate Grown,1,90.0,
Scarline Vineyard,3,89.33333333333333,1.5275252316519485
Scarnocchio,1,92.0,
Scarrone,3,87.33333333333333,1.5275252316519452
Scarrone Vigna Madorlo,1,88.0,
Scarrone Vigna Mandorlo,2,92.5,2.1213203435596424
Scassino,2,87.0,0.0
Sceales Vineyard,2,87.5,0.7071067811865476
Schaapenberg Vineyard Reserve,1,86.0,
Schafleiten,2,88.0,1.4142135623730951
Scharlachberg Bingen Auslese,1,92.0,
Scharlachberg Bingen Auslese Grosse Lage,1,91.0,
Scharlachberg Bingen GG Erste Lage Trocken,1,92.0,
Scharlachberg Bingen GG Trocken,1,91.0,
Scharlachberg Bingen Trocken GG,1,91.0,
Scharlachberg Bingen Trocken GG Erste Lage,1,90.0,
Scharzhof,4,90.5,2.3804761428476175
Scharzhofberger Auslese #19 Grosse Lage,1,94.0,
Scharzhofberger Auslese #4,1,94.0,
Scharzhofberger Brut,1,90.0,
Scharzhofberger GG Trocken,1,93.0,
Scharzhofberger GL Spätlese,1,94.0,
Scharzhofberger Kabinett,4,91.25,1.892969448600092
Scharzhofberger Kabinett Grosse Lage,1,93.0,
Scharzhofberger Spätlese,5,92.6,2.190890230020665
Scharzhofberger Spätlese Grosse Lage,3,91.66666666666667,2.309401076758502
Scharzhofberger Trocken GG,1,89.0,
Scharzhofberger Trocken Grosse Lage,1,93.0,
Scharzhoferger Spätlese,1,90.0,
Scharzofberger GL Kabinett,1,90.0,
Schatz Family Reserve,1,91.0,
Schatz Family Vineyard,1,85.0,
Scheiben,4,90.5,1.7320508075688772
Schell Mann in Gumpoldskirchen,1,92.0,
Schelllmann Gumpoldskirchen Cuvée,1,92.0,
Schenkenberg,1,86.0,
Schenkenberg Vieilles Vignes,1,90.0,
Schenkenbichl,1,85.0,
Schenkenbichl Reserve,3,92.0,0.0
Scherrer Vineyard,2,88.5,2.1213203435596424
Scherrer Vineyards,3,88.33333333333333,2.081665999466134
Schiaccianoci,2,87.0,0.0
Schiava Gentile,2,88.5,0.7071067811865476
Schidione,2,93.5,0.7071067811865476
Schiefer,2,91.0,1.4142135623730951
Schiefer Feinherb,2,89.0,0.0
Schiefer Reserve,8,91.375,1.0606601717798216
Schiefer Trocken,3,89.66666666666667,0.5773502691896247
Schietto,9,88.55555555555556,2.297341458681701
Schietto Cabernet Sauvignon,1,91.0,
Schilcher,1,86.0,
Schindler Reserve,1,92.0,
Schindler Vineyard,4,90.75,1.258305739211793
Schloss Castell Trocken,2,91.0,0.0
Schloss Reichartshausen Spätlese,1,93.0,
Schloss Trocken,3,86.0,1.0
Schlossberg,4,89.75,0.9574271077563381
Schlossberg Erste Lage,1,89.0,
Schlossberg Erste Lage R GG,1,91.0,
Schlossberg GG Trocken,1,90.0,
Schlossberg Grand Cru,18,92.44444444444444,2.594614835344709
Schlossberg Grand Cru Clos des Capucins,1,94.0,
Schlossberg Grand Cru Cuvée Saint Catherine,1,96.0,
Schlossberg Jungfernlese Halbtrocken,1,89.0,
Schlossberg Trocken GG,1,92.0,
Schlossböckelheimer Königsfels Kabinett,2,88.0,0.0
Schlössel Beerenauslese,1,92.0,
Schmidt Family Vineyards Estate,2,83.0,2.8284271247461903
Schnabel Reserve,1,90.0,
Schneiderberg,1,89.0,
Schneiderberg Eiswein,1,94.0,
Schodener Saarfeilser Marienberg Spätlese Erste Lage,2,92.5,0.7071067811865476
Schoenenbourg Grand Cru,25,91.96,2.850146195080761
Schoenenbourg Grand Cru Vendanges Tardives,1,92.0,
Schofweg,1,89.0,
School House,1,83.0,
School House Vineyards,1,88.0,
Schoolhouse Cuvee,1,84.0,
Schoolhouse Cuvée,1,80.0,
Schrattenthal 9,1,89.0,
Schrazhofberger Spätlese,1,88.0,
Schroeder Estate,1,83.0,
Schug Estate,2,88.5,3.5355339059327378
Schulthauser,2,91.0,1.4142135623730951
Schwaigerner Ruthe,1,87.0,
Schwaigerner Ruthe Grosses Gewächs Trocken,1,87.0,
Schwarze Vineyard Brut,1,93.0,
Schwarzer Adler,10,90.1,1.5238839267549957
Schwarzer Adler Franz Anton,2,91.0,2.8284271247461903
Schweizer,1,88.0,
Schüttenberg,1,92.0,
Sciaccarellu,1,86.0,
Sciaccarellu-Niellucciu,1,87.0,
Sciaglin,1,83.0,
Sciala Superiore,2,92.0,1.4142135623730951
Sciala Vendemmia Tardiva,1,90.0,
Scialo,2,87.0,1.4142135623730951
Sciara,1,91.0,
Sciardonné,3,89.33333333333333,0.5773502691896278
Scintilla Vineyard,1,85.0,
Scintillare,1,88.0,
Scintillation Brut Rosé,1,92.0,
Scintillation Brut Sparkling Wine Underwood Mountain Vineyard,1,90.0,
Scintillation Proprietary,1,88.0,
Scion,2,93.5,0.7071067811865476
Scipio,3,90.33333333333333,0.5773502691896247
Scirafi,1,88.0,
Scirus,1,88.0,
Scirè,3,86.66666666666667,0.5773502691896247
Scopaio,3,88.66666666666667,2.081665999466134
Scopire,1,80.0,
Scoprire,3,82.66666666666667,3.055050463303895
Scopus Vineyard,1,91.0,
Scopus Vineyard Reserve,1,92.0,
